"YR","DOY","NDVI","EVI","bnd3.ref","bnd7.ref","bnd2.ref","bnd1.ref","QC","LSWI2"
2015,129,7307,0.5928,0.0403,0.1773,0.4287,0.0667,0,0.414851485148515
2015,159,5930,0.4147,0.0385,0.1306,0.3637,0.0929,0,0.471575966012543
2015,168,7173,0.5847,0.045,0.1302,0.4181,0.0688,0,0.525077512310779
2015,184,7563,0.5838,0.0331,0.0991,0.4051,0.0562,0,0.606902023006743
2015,193,7157,0.5809,0.0421,0.1035,0.4286,0.071,0,0.610975380567563
2015,223,5989,0.4289,0.0413,0.1378,0.3708,0.093,0,0.458120330318521
2015,232,6356,0.473,0.0442,0.1235,0.3775,0.0841,0,0.506986027944112
2015,246,5931,0.4181,0.04,0.1138,0.3646,0.0931,0,0.524247491638796
2015,269,6403,0.4653,0.0435,0.1278,0.3585,0.0786,0,0.474398519432449
2015,280,6356,0.4159,0.0345,0.1123,0.3174,0.0707,0,0.477309750989062
2015,303,6533,0.425,0.038,0.1314,0.2991,0.0627,0,0.389547038327526
2015,319,7032,0.1293,0.0109,0.018,0.066,0.0115,0,0.571428571428571
2015,335,6689,0.3826,0.0301,0.1471,0.2541,0.0504,0,0.266699900299103
2015,348,5949,0.352,0.0395,0.1568,0.2536,0.0644,0,0.235867446393762
2015,360,6244,0.2969,0.0242,0.1295,0.2003,0.0463,0,0.214675560946028
2016,1,6544,NA,NA,NA,NA,NA,NA,NA
2016,32,7706,0.4549,0.0201,0.1061,0.2825,0.0366,0,0.453937210499228
2016,36,7621,0.5055,0.0268,0.1064,0.3238,0.0437,0,0.505346350534635
